,viaje,location_dist
5249,473-1,0.6780270841333921
5265,74-2,1.036358502447731
5287,168-2,0.7672648024734119
5290,230-1,2.661364034416605
5302,116-2,2.0219759085954103
5309,474-1,0.3942960891066625
5315,301-4,3.0390663922973404
5323,256-2,0.9182376892826574
5376,431-3,2.7806974452396056
5381,271-3,1.6002357141542305
5383,140-4,0.6582948768437019
5413,291-4,2.767632650847355
5417,278-4,0.9953016553339327
5436,32-2,2.868026049866785
5453,163-3,2.041420624026629
5469,373-4,0.7573814054538733
5494,310-2,2.416000527778328
5525,83-3,3.0601119806639723
5554,56-3,1.1725286801238668
5564,366-4,0.23570838102485336
5571,478-4,2.9220538084726555
5575,438-2,1.5119577062554583
5589,363-1,1.787439612291801
5605,170-2,1.8998678530221964
5621,210-2,1.3212293056652364
5635,203-1,1.829032756843879
5648,88-2,2.9637616268371585
5654,66-2,0.0
5690,236-4,3.6479548759060476
5705,206-1,2.690987661395135
5708,280-4,2.2921628723651954
5728,218-2,0.4816703845111715
5759,125-2,1.9838818153377096
5765,105-2,1.5335189236008915
5772,15-3,2.1743978958282795
5773,320-1,1.051152012396107
5799,185-2,2.3440845056907245
5824,216-4,3.2213971414818205
5827,273-2,1.338392032715796
5834,469-1,1.036358502447731
5853,362-4,1.9804578686560053
5854,392-1,2.081120244898815
5864,316-2,1.1382034610140277
5912,97-4,0.6979726566896253
5926,142-3,1.821280413815673
5930,100-3,5.904201736398645
5972,252-1,0.0
5999,143-3,2.3813475294964093
6025,282-4,1.7544889859470683
6034,245-1,0.8725821526655761
6082,111-3,5.066853471938777
6089,362-3,2.3218145275017594
6094,233-3,2.3340915044423873
6096,137-3,0.9284569527246401
6098,282-3,3.5341837835257808
6105,96-3,1.9334622937497041
6138,371-4,0.5266909811176899
6142,131-4,1.9998452494399335
6163,365-4,0.81713285125264
6174,109-2,1.325156776261314
6188,225-1,0.8908602521569831
6198,318-4,1.774518982549215
6201,207-1,2.1169921591575673
6206,73-4,1.2123796159270186
6226,266-3,1.6277110044985241
6263,357-4,1.5513506814516347
6267,433-3,1.1808292883952762
6269,355-1,2.388847061263531
6297,209-1,1.1671528854451645
6312,39-3,1.954821964789659
6330,228-2,4.578502040312197
6410,259-3,2.5631863962330272
6417,456-4,1.2876312239171606
6418,92-2,1.8100727730448016
6433,285-1,2.2785158036238355
6441,59-2,0.8024666706746063
6460,123-2,1.712577387752699
6504,161-2,2.0650483312358685
6508,3-2,2.2377117730537033
6527,467-3,1.2895245290340374
6532,360-2,0.9210533184849554
6556,443-3,0.5228999050501564
6563,465-3,3.543205716199055
6590,401-3,0.9019866127374094
6591,332-4,0.6113541875744049
6624,56-4,0.9944071598519639
6652,85-4,1.1913057919362329
6676,441-2,0.29586363791167747
6707,351-4,3.772893229137264
6708,81-1,1.1083161423243832
6714,277-1,3.528462575168573
6721,308-4,0.6149129871704531
6749,241-1,0.6996604505005
6765,212-4,1.6026651577893216
6771,336-4,4.772452191268178
6794,259-4,0.6148705065395547
6799,76-2,1.4384011406580401
6826,452-4,3.379489484615708
6896,290-2,0.8164581937347372
6906,302-2,4.2648944870187435
6916,40-2,0.42759738673964476
6939,219-4,1.7827427688273516
6940,6-3,4.072672918490406
6993,228-4,5.656039256357964
7003,51-4,6.20311808540213
7014,324-1,0.8456377082831027
7018,63-3,0.8364767359212311
7025,377-1,0.48435279703739176
7041,44-2,4.358965127201966
7052,257-3,0.43762587371796235
7054,14-4,3.2968875020066957
7069,322-1,1.5881490439973371
7110,64-4,2.616057056429029
7140,183-4,2.4237941621385932
7159,451-1,1.607942196360383
7176,25-3,1.4495251487988978
7197,273-1,0.6270385100743917
7206,158-2,0.8810259189799774
7271,156-3,3.7992132700516
7275,360-1,0.8593666422387246
7278,89-1,1.5093503472482035
7281,154-4,1.1619014084169947
7317,352-4,1.7418878399874957
7324,173-2,2.22428725836433
7330,54-4,3.0490186868711397
7363,468-1,3.8077712219911883
7366,346-1,1.7283770885881224
7371,144-2,0.8462598920972297
7372,61-4,2.182820403180171
7374,455-3,3.784140637322344
7411,96-4,0.9965574225312
7418,94-1,8.838559753374083
7433,199-1,3.915736868992022
7473,340-4,1.2651874558566454
7481,145-3,5.538022825579619
7503,71-4,0.24484617434749156
7508,333-4,0.9005620032659343
7513,251-3,3.711550284928556
7530,362-2,3.2797492528775196
7532,100-4,1.18632424087708
7548,125-3,1.8569364773672252
7566,22-4,5.939845285753198
7568,132-4,0.9464033852397735
7623,409-1,1.3930660910926393
7644,432-4,4.979164738100037
7705,152-2,0.18863865221195852
7711,300-2,0.6092933182213223
7728,332-2,1.0579278465246706
7802,247-3,0.0
7803,348-1,3.5052450343273955
7880,471-3,0.8173780329243611
7889,159-3,1.8915801938779764
7928,144-3,1.5623429635231578
7936,57-2,1.2965397383417967
7953,199-2,1.1068601860378557
7955,322-4,7.697463168361401
7992,386-1,0.5925983287249247
8006,227-1,0.9942668124771374
8030,165-3,3.3233645464996395
8044,1-3,1.5908598499300939
8046,6-4,1.1600396123135865
8049,343-1,2.8824348669087216
8051,122-2,1.8799358633741725
8066,72-4,1.0151993540887458
8081,320-4,1.882506153314699
8093,393-2,1.5347270611422479
8109,388-4,1.1893745312169506
8123,16-4,1.7728523336653375
8129,181-4,1.207193748786819
8157,95-4,3.962278428097469
8159,329-4,1.3789185016370802
8180,165-4,4.824219203337985
8187,77-2,1.6372880008472415
8199,376-2,5.354274045961891
8202,131-3,0.8513390889450785
8206,445-2,2.7848133004140476
8260,149-3,0.6615313617647328
8279,127-2,0.9221107427592962
8300,440-2,1.8096148956063407
8394,317-1,1.549072823808442
8407,156-4,0.8760139903070518
8408,187-4,0.8290185745399942
8457,379-4,5.733260226376666
8465,68-4,1.3434298105960507
8475,116-3,0.9828718945462165
8518,407-3,1.376803811850189
8533,430-1,1.6530104022568095
8583,401-1,2.396436377497137
8591,382-4,1.2072173336282457
8592,349-1,0.15103585428797686
8635,306-4,1.5298310399862185
8642,274-3,0.6400525139801756
8656,106-4,1.5007839669375933
8687,164-4,1.1427048131631266
8696,81-4,0.7610807267380216
8734,454-1,1.3424031124864677
8740,69-4,3.418668854396497
8854,160-3,2.6883961600179203
8874,253-1,4.227992289495701
8910,456-3,2.380044278664453
8919,207-3,2.2662006009952367
8934,411-3,1.3876817059151278
8943,59-3,2.1001257158818043
8960,204-1,1.701162969552492
8967,12-4,0.0
9021,309-1,1.3533135711031479
9022,402-1,0.29989568623743434
9081,453-3,1.6459720113095944
9100,97-3,0.6926655402711824
9118,426-2,1.154021034019833
9126,249-1,1.8166510201662598
9144,77-4,6.3231420055441445
9173,394-2,1.911994023272369
9190,241-3,1.9522631855610943
9240,447-3,1.4120679039905197
9265,333-1,1.6161036289772308
9300,129-4,0.0
9306,113-4,3.132041684053196
9351,421-2,1.9745770726460226
9370,100-2,1.9877480974082036
9399,177-4,0.8604820954578826
9409,229-4,2.7126501519221815
9451,433-2,3.4876472324174856
9465,115-4,1.9263822026928494
9479,191-3,0.7385657622774637
9570,267-4,6.143813070785799
9603,191-4,0.43211714636848164
9606,318-2,0.8829637178641022
9632,396-1,2.588224584085644
9659,267-2,1.2342593196957625
9681,213-4,0.43867536173776833
9699,356-2,0.0
9700,422-1,1.8402047763450577
9707,240-4,0.0
9747,152-3,1.4948621629147814
9812,235-2,0.28177955692413736
9838,457-3,2.423690660047837
9844,471-2,1.543559959822788
9857,159-4,0.23617180252946068
9884,325-4,0.0
9941,45-3,1.2055138447029203
9951,456-2,2.586489760859109
10006,105-4,0.4963234823363853
10025,475-3,0.0
10080,197-3,0.968981237864463
10083,20-3,1.2349482441534678
10095,176-1,0.9475633332475845
10120,112-3,2.46055893856822
10125,397-4,3.4539910305239725
10149,478-1,0.3103915963439819
10152,355-4,0.4848808634923239
10154,452-1,3.374434639430863
10231,224-3,6.298499140853624
10292,27-3,0.841764831987225
10294,91-4,3.5729087669706585
10340,203-4,0.778558430703503
10343,146-4,2.5674643189905684
10368,341-1,1.3964723644845214
10405,334-2,3.248029685253322
10443,448-3,6.990089932981343
10449,357-1,0.506149947764557
10462,267-3,5.527323062881574
10516,461-3,3.871862355155512
10519,201-2,0.7079389553613754
10573,343-4,2.409459173152993
10575,367-4,2.076270902503063
10597,473-2,2.2024435871510684
10664,2-3,2.623373484124762
10742,84-2,2.5455120151202726
10809,396-2,2.0506166608273406
10855,199-4,3.441074612582915
10893,234-4,0.9025435710889801
10927,279-3,4.800347443427711
10928,474-3,1.7175293727160346
10950,339-1,1.269577075441754
10980,350-4,0.5314918641580937
11024,268-1,1.5074963545728908
11068,89-2,2.0205518082287357
11113,166-2,2.515743225752903
11121,425-1,4.353659699256883
11176,252-4,2.2812013824558104
11189,19-3,4.457854990185487
11205,98-2,1.8268357662834225
11224,219-3,4.319935960190461
11273,370-4,1.0217496625368603
11275,126-3,3.7220195355830574
11294,226-4,0.46626456031407876
11312,468-4,2.097734783012417
11328,337-1,5.021689183943324
11370,273-3,2.6416179933117916
11388,236-1,0.3520450280090878
11414,122-4,1.4777512054231048
11428,121-4,0.6414420354288868
11525,228-1,0.0
11579,104-4,1.0576490016602256
11585,99-3,0.5853677143662317
11586,174-3,1.8693333244805772
11592,221-4,0.9354811087847609
11631,347-1,0.42596530960285256
11648,93-4,1.5540646994471445
11694,394-1,0.45598120886448856
11706,18-4,1.2962453349752225
11734,36-4,3.1753435163197152
11787,411-4,4.551274593935333
11799,147-4,0.0
11801,338-1,1.1875869909214976
11837,48-3,1.2539509033416416
11855,202-1,3.70230188804036
11991,72-2,3.5396459230313955
11995,441-3,1.4207520184069797
12001,26-4,3.812501419093736
12095,225-3,0.26773085872066116
12246,269-4,1.2169416031490687
12294,459-3,0.5356549019283515
12358,313-4,0.5217266662515524
12408,423-2,4.994410511011234
12494,57-3,1.8014026141993817
12522,378-4,2.200433894859272
12578,62-3,3.2037588978577975
12618,355-2,4.789322958055024
12648,432-3,1.2135478147323566
12655,354-2,1.9662577056133652
12680,223-3,2.7161798628677354
12690,379-1,1.0416961639443139
12704,276-3,0.8335506647648121
12711,76-4,3.3220791371033713
12811,229-1,0.8864224605895812
12871,184-4,2.975353629206557
12961,188-2,1.585266687226591
12975,369-1,2.5520120608346333
13004,289-4,1.751042631018301
13034,345-1,0.8841421956647125
13060,29-4,1.5037441054602272
13082,42-3,0.8285292348463126
13213,177-3,0.3971433477114017
13335,198-4,1.342784351257049
13425,252-3,1.2019750036272554
13445,277-4,1.00429673124976
13468,441-4,2.1126422840554153
13487,231-1,4.657055160757855
13491,392-2,1.3146482461500346
13559,180-4,4.290333180710656
13591,44-4,1.7906394113682345
13605,5-3,1.0587977592189837
13611,57-4,6.337969658679566
13628,188-3,1.68015535687444
13684,312-4,2.2336132910359856
13741,275-2,4.213549478428307
13751,107-4,2.339165349524089
13806,214-1,1.7702934362440401
14158,78-2,2.208831970151527
14220,181-2,0.5214077328786907
14228,435-1,4.495845970376423
14372,7-3,5.334700149912033
14377,415-1,4.030836199047079
14403,283-4,3.0098826107191097
14411,262-2,2.725173501141781
14414,364-1,1.6116989602675598
14492,158-3,1.822333257675378
14493,334-4,3.502950817251548
14590,86-4,2.9378773564943335
14649,62-4,0.5391417017184094
14675,421-1,4.221244010440769
14741,202-4,4.3606383886640545
14769,74-4,2.4473285661950612
14800,151-4,0.8705759896205157
14803,148-3,0.8265481105857618
14840,198-1,1.777660009678385
14873,46-2,3.140742174830533
14906,332-1,4.089012155489895
15116,430-2,5.658260091997388
15189,270-3,3.5932706099677065
15198,179-4,0.47426431593043106
15242,50-3,3.1863225847647194
15335,38-4,1.0960206034857651
15337,177-2,0.18225808007090424
15655,387-4,1.541743498709487
15921,13-4,0.9021999335053572
15989,215-4,1.5276858163388594
16036,374-1,0.8471519215162168
16104,48-4,0.4891854778494755
16177,17-3,3.5032467406620467
16241,220-4,4.0627399370968424
16246,468-3,1.7700502297575562
16283,19-4,1.9253018901862236
16456,29-3,7.200453771812811
16471,304-4,0.6714464507726705
16490,428-2,0.7485679239216052
16505,419-2,2.6614396955522714
16511,428-1,4.533207594498525
16558,452-3,2.39427982210503
16630,132-3,3.845957396967877
16998,84-4,0.518509282735352
17234,123-3,4.888515384090765
17294,138-3,1.227026443483028
17305,185-3,1.5615875719338923
17321,335-2,1.9469905559361425
17391,5-4,1.6352669157418236
17526,214-4,2.4514510464446952
17580,123-4,1.7326714192312664
17588,400-1,2.2238945973186497
17609,187-3,0.9574973347878746
17614,243-2,1.3577461442095158
17634,373-2,0.4114166382792045
17657,184-3,5.131836121652989
17770,83-2,2.152822998431134
17777,364-4,0.7320137281105917
17833,248-4,1.3707983462821032
18142,79-3,1.2209391384856616
18280,115-3,0.5867472195556214
18311,23-4,1.5028296732961948
18476,437-1,0.42668035324913955
18552,330-4,1.2043411724161435
18593,137-4,1.2657812961141088
18598,232-3,1.6790434414731643
18640,224-4,3.7903508492802445
18771,380-1,2.4463229609944683
18794,156-2,1.6329767797119066
18983,13-3,1.4079937251135866
19090,243-4,1.6895567114505778
19115,201-1,2.5591939450483494
19213,239-3,0.7665063256458906
19237,284-4,0.9433901994150227
19465,463-1,2.3727198279757626
19490,237-4,0.6239744223374153
19554,437-2,3.625499839667446
19555,346-4,1.2373876285649323
19655,129-3,3.6499018325015915
19693,339-2,1.0388060554667788
19746,152-4,2.5362395596630134
19949,30-3,6.118145028395656
19974,353-2,1.0155064037034403
20105,246-3,2.2153373291967298
20125,413-2,0.4461070555692756
20218,124-3,1.5093399828630327
20220,410-3,2.4989901869316
20263,236-3,1.1196741170561828
20502,267-1,4.420386601408532
20543,466-3,0.8097237216564964
20643,149-4,5.33123890143693
20947,401-2,0.330224322386459
21201,186-4,1.9499686540107428
21213,350-2,2.716862501476447
21270,427-1,3.035406366802799
21277,144-4,1.2407835279402406
21355,58-4,0.660593281784902
21454,460-3,0.8217857415975334
21520,242-3,2.3083858467958285
21584,415-2,0.36966978177774223
21946,272-3,2.198936092885938
21987,265-4,2.1281023510831227
22229,243-1,2.437504165025543
22792,303-4,1.7600897279627559
22956,387-2,2.770522783921682
23004,208-3,1.7563283029945378
23151,381-2,0.5089332824035729
23498,362-1,3.2982969616552893
23535,309-4,2.532797624707377
23613,88-4,1.0002355372164682
23642,361-4,0.3125354469474158
23658,403-1,2.6751178586742603
23699,235-3,1.2457461242711456
23990,375-1,2.888183904143797
24097,458-3,1.6636464431502713
24344,380-2,4.705118764418177
24434,11-3,2.012059693261807
24667,211-3,2.0073353966176346
24723,195-3,4.213189956198801
24780,2-4,1.0554937306511984
24973,281-4,3.9546334060544037
25179,416-1,0.9474432687176121
25492,364-2,1.333964196544282
25747,95-3,0.8573247323607459
25882,361-1,1.0564356503912793
25937,28-4,1.4290425700425244
26037,119-3,2.013073688581447
26559,37-4,8.132718184453577
26675,366-1,1.1804865008957877
26685,454-3,1.1449019625755894
26815,126-4,1.541731108933036
26851,225-4,0.9247972766578726
27324,262-4,2.623010698268522
27448,397-2,1.8537240309565242
27879,209-3,0.6136289261994069
27974,201-4,2.3870234239791652
27976,249-4,5.467724690915373
28384,352-2,2.0550724708473482
28401,117-3,5.543430959480134
29053,472-3,1.7700502297575562
29607,382-1,2.2534190408035024
29714,328-4,4.383421150295452
29778,8-3,2.941692473216067
29863,65-3,1.4468098188434482
29979,407-1,3.0087839315372795
30044,105-3,4.022024291668183
30283,245-3,0.7744606624330839
30465,226-3,1.3785691094019514
30952,373-1,0.7376805387481741
30976,213-1,0.8317356084343487
31408,51-3,3.2723863358436907
31438,444-2,1.6558328331456642
31541,345-2,6.0417024072737995
31656,414-2,2.9122833874931424
31714,378-1,4.025862973675862
31744,256-3,2.4593147346597175
31878,89-4,3.2056293513092164
31902,418-1,1.1502632877124375
32081,429-2,1.7540094714409398
32099,445-1,1.708948456753247
32776,15-4,2.7959467394258417
32926,107-3,7.4945794036265685
33511,367-1,5.732873498251857
33561,4-4,1.0564320644784397
33579,12-3,2.3982599788366867
33755,112-4,3.9352763689805967
34372,206-3,6.376034101997954
34558,102-4,3.9645500474929514
34940,349-2,1.4855811210447882
34984,409-2,1.7666709734548733
35355,98-3,4.649404641342294
35716,411-1,2.8760024799346664
35739,118-4,3.0610326940789743
36324,378-2,2.4875134149041824
36430,231-3,4.022674599050711
36554,228-3,3.4652203176765295
36720,130-3,6.341194074422245
36900,93-3,0.8994405999556659
37129,403-2,2.2951754127511035
37582,192-3,3.6743916680511357
37602,157-4,2.1148399838278937
38186,196-3,0.9070615924045283
38544,314-4,2.5725763431450255
39661,171-4,2.044197087297204
39927,319-4,7.855119160837688
40186,339-4,0.9428143049311455
40205,477-3,3.555295902717461
40672,439-2,2.5575404613075303
41259,218-4,5.600877044909901
41985,352-1,4.233735764598508
42643,143-4,3.4951986985221595
42814,92-3,1.089208869639249
43013,285-4,2.4427058368365864
43343,407-2,7.953097742376293
43508,195-4,1.2283764313092618
44026,110-3,2.162811245117186
44366,478-3,1.3041648193414896
44431,222-3,5.879935237448543
44630,346-2,6.248031810639472
44715,414-1,1.7461850026060073
44778,254-3,1.0302074251035342
45299,102-3,1.5365708269187213
45444,464-3,1.0190923726186798
45667,153-4,1.919953238435526
46069,98-4,4.1530600083702165
46168,450-3,7.720923139814589
46879,78-4,1.7596498220013947
47107,476-3,1.356855577473637
47113,240-3,4.297851365858772
47281,26-3,3.1828066521677782
47363,268-4,4.283283762435758
47386,106-3,2.896530680927613
47616,218-1,4.861898521286906
48743,425-2,2.734335804704636
48946,217-3,2.2887502724962125
49019,130-4,7.737489084574825
49134,413-1,4.53889786881443
49210,441-1,1.9808206333341893
49251,250-3,4.570965263782716
49332,371-1,0.8120248385525572
49501,210-3,5.192455637509831
49543,273-4,4.8521665659850655
51232,218-3,2.228283476201679
51556,94-3,4.237654605094387
52542,203-3,0.609903161867488
52628,42-4,1.0739606851727208
52905,426-1,5.9763890560563775
52908,167-4,2.3934524763451313
53357,243-3,2.862362997660548
54897,176-3,5.709339035025142
55936,94-4,2.6679808402053644
56195,110-4,6.25053968630324
57004,127-3,3.376308563584727
58513,249-3,4.505576443821373
62470,395-1,1.4265270268870731
62640,387-1,0.6095625512564501
66609,444-1,4.13278344831996
66645,275-4,2.289786082320994
66932,262-3,3.8655196127274647
68271,361-2,4.3113215179054505
68540,417-4,1.4431851541033536
69305,248-3,4.14632778318685
72001,188-4,2.5674146684801586
72050,268-3,7.756816340548203
